state,city,RDPC
SP,Nantes/SP,472.28
MG,Nanuque/MG,505.55
MG,Naque/MG,408.75
SP,Narandiba/SP,482.74
RN,Natal/RN,950.34
MG,Natalândia/MG,431.11
SP,Natividade da Serra/SP,496.93
RJ,Natividade/RJ,653.23
TO,Natividade/TO,446.32
PB,Natuba/PB,198.68
MG,Natércia/MG,541.69
SC,Navegantes/SC,756.39
MS,Naviraí/MS,683.86
MG,Nazareno/MG,491.13
PB,Nazarezinho/PB,213.53
SP,Nazaré Paulista/SP,554.18
PE,Nazaré da Mata/PE,351.46
PI,Nazaré do Piauí/PI,218.07
BA,Nazaré/BA,421.82
TO,Nazaré/TO,302.39
PI,Nazária/PI,239.37
GO,Nazário/GO,631.12
MG,Nepomuceno/MG,480.79
GO,Nerópolis/GO,555.47
SP,Neves Paulista/SP,784.55
SE,Neópolis/SE,286.69
AM,Nhamundá/AM,195.12
SP,Nhandeara/SP,878.42
RS,Nicolau Vergueiro/RS,974.79
BA,Nilo Peçanha/BA,218.32
RJ,Nilópolis/RJ,755.26
MA,Nina Rodrigues/MA,152.75
MG,Ninheira/MG,210.17
MS,Nioaque/MS,480.75
SP,Nipoã/SP,628.33
GO,Niquelândia/GO,659.49
RJ,Niterói/RJ,2000.29
MT,Nobres/MT,533.53
RS,Nonoai/RS,634.06
BA,Nordestina/BA,187.22
RR,Normandia/RR,203.43
MT,Nortelândia/MT,466.17
SE,Nossa Senhora Aparecida/SE,289.16
SE,Nossa Senhora da Glória/SE,316.84
SE,Nossa Senhora das Dores/SE,294.53
PR,Nossa Senhora das Graças/PR,547.55
SE,Nossa Senhora de Lourdes/SE,261.29
PI,Nossa Senhora de Nazaré/PI,256.22
MT,Nossa Senhora do Livramento/MT,335.56
SE,Nossa Senhora do Socorro/SE,379.98
PI,Nossa Senhora dos Remédios/PI,183.4
PR,Nova Aliança do Ivaí/PR,528.26
SP,Nova Aliança/SP,662.48
MS,Nova Alvorada do Sul/MS,830.08
RS,Nova Alvorada/RS,925.66
PR,Nova América da Colina/PR,472.29
GO,Nova América/GO,447.78
MS,Nova Andradina/MS,688.15
RS,Nova Araçá/RS,1134.76
GO,Nova Aurora/GO,635.99
PR,Nova Aurora/PR,734.83
MT,Nova Bandeirantes/MT,608.32
RS,Nova Bassano/RS,1010.72
MG,Nova Belém/MG,265.9
RS,Nova Boa Vista/RS,928.49
RO,Nova Brasilândia D'Oeste/RO,499.59
MT,Nova Brasilândia/MT,526.35
RS,Nova Bréscia/RS,1452.06
SP,Nova Campina/SP,330.03
SP,Nova Canaã Paulista/SP,526.58
MT,Nova Canaã do Norte/MT,591.9
BA,Nova Canaã/BA,251.9
RS,Nova Candelária/RS,1120.1
PR,Nova Cantu/PR,446.81
SP,Nova Castilho/SP,600.13
MA,Nova Colinas/MA,181.59
GO,Nova Crixás/GO,531.22
RN,Nova Cruz/RN,313.34
MG,Nova Era/MG,532.58
SC,Nova Erechim/SC,944.83
PA,Nova Esperança do Piriá/PA,160.34
PR,Nova Esperança do Sudoeste/PR,678.29
RS,Nova Esperança do Sul/RS,717.7
PR,Nova Esperança/PR,719.26
SP,Nova Europa/SP,697.32
PB,Nova Floresta/PB,287.45
RJ,Nova Friburgo/RJ,894.75
BA,Nova Fátima/BA,287.32
PR,Nova Fátima/PR,555.2
GO,Nova Glória/GO,476.52
SP,Nova Granada/SP,737.29
MT,Nova Guarita/MT,520.94
SP,Nova Guataporanga/SP,652.36
RS,Nova Hartz/RS,600.0
BA,Nova Ibiá/BA,378.1
GO,Nova Iguaçu de Goiás/GO,435.91
RJ,Nova Iguaçu/RJ,591.0
SP,Nova Independência/SP,533.68
MA,Nova Iorque/MA,257.61
PA,Nova Ipixuna/PA,315.1
SC,Nova Itaberaba/SC,868.83
BA,Nova Itarana/BA,188.86
MT,Nova Lacerda/MT,437.33
PR,Nova Laranjeiras/PR,366.26
MG,Nova Lima/MG,1731.84
PR,Nova Londrina/PR,777.47
SP,Nova Luzitânia/SP,643.07
RO,Nova Mamoré/RO,377.34
MT,Nova Marilândia/MT,550.29
MT,Nova Maringá/MT,629.46
MT,Nova Monte Verde/MT,586.65
MT,Nova Mutum/MT,982.9
MG,Nova Módica/MG,355.66
MT,Nova Nazaré/MT,381.54
SP,Nova Odessa/SP,878.14
MA,Nova Olinda do Maranhão/MA,225.16
AM,Nova Olinda do Norte/AM,232.07
CE,Nova Olinda/CE,272.1
PB,Nova Olinda/PB,255.69
TO,Nova Olinda/TO,365.84
MT,Nova Olímpia/MT,639.03
PR,Nova Olímpia/PR,619.47
RS,Nova Palma/RS,915.86
PB,Nova Palmeira/PB,272.29
RS,Nova Petrópolis/RS,994.67
MG,Nova Ponte/MG,771.68
MG,Nova Porteirinha/MG,302.09
PR,Nova Prata do Iguaçu/PR,668.06
RS,Nova Prata/RS,1039.74
RS,Nova Pádua/RS,914.36
RS,Nova Ramada/RS,861.28
BA,Nova Redenção/BA,222.33
MG,Nova Resende/MG,576.41
RS,Nova Roma do Sul/RS,1120.95
GO,Nova Roma/GO,323.19
TO,Nova Rosalândia/TO,299.38
CE,Nova Russas/CE,304.52
PR,Nova Santa Bárbara/PR,511.42
MT,Nova Santa Helena/MT,824.04
PI,Nova Santa Rita/PI,202.99
RS,Nova Santa Rita/RS,686.87
PR,Nova Santa Rosa/PR,758.84
MG,Nova Serrana/MG,659.74
BA,Nova Soure/BA,241.71
PR,Nova Tebas/PR,408.22
PA,Nova Timboteua/PA,267.59
SC,Nova Trento/SC,847.77
MT,Nova Ubiratã/MT,599.32
MG,Nova União/MG,387.68
RO,Nova União/RO,352.24
GO,Nova Veneza/GO,521.4
SC,Nova Veneza/SC,805.79
ES,Nova Venécia/ES,592.06
BA,Nova Viçosa/BA,476.79
MT,Nova Xavantina/MT,674.44
SP,Novais/SP,671.15
TO,Novo Acordo/TO,374.83
AM,Novo Airão/AM,246.44
TO,Novo Alegre/TO,433.31
AM,Novo Aripuanã/AM,219.69
RS,Novo Barreiro/RS,768.98
GO,Novo Brasil/GO,588.85
RS,Novo Cabrais/RS,611.08
MG,Novo Cruzeiro/MG,264.66
GO,Novo Gama/GO,498.44
RS,Novo Hamburgo/RS,1011.62
MT,Novo Horizonte do Norte/MT,463.77
RO,Novo Horizonte do Oeste/RO,346.38
MS,Novo Horizonte do Sul/MS,472.75
BA,Novo Horizonte/BA,257.12
SC,Novo Horizonte/SC,623.51
SP,Novo Horizonte/SP,806.75
PR,Novo Itacolomi/PR,553.56
TO,Novo Jardim/TO,259.32
AL,Novo Lino/AL,239.75
RS,Novo Machado/RS,531.07
MT,Novo Mundo/MT,461.47
MG,Novo Oriente de Minas/MG,274.37
PI,Novo Oriente do Piauí/PI,240.65
CE,Novo Oriente/CE,247.79
GO,Novo Planalto/GO,387.14
PA,Novo Progresso/PA,658.31
PA,Novo Repartimento/PA,256.37
MT,Novo Santo Antônio/MT,428.26
PI,Novo Santo Antônio/PI,224.54
MT,Novo São Joaquim/MT,480.73
RS,Novo Tiradentes/RS,548.05
BA,Novo Triunfo/BA,194.56
RS,Novo Xingu/RS,847.22
MG,Novorizonte/MG,299.95
SP,Nuporanga/SP,751.92
RS,Não-Me-Toque/RS,1051.05
RN,Nísia Floresta/RN,337.75
CE,Ocara/CE,208.77
SP,Ocauçu/SP,547.66
PA,Oeiras do Pará/PA,181.86
PI,Oeiras/PI,376.95
AP,Oiapoque/AP,598.38
MG,Olaria/MG,423.44
PI,Olho D'Água do Piauí/PI,225.8
AL,Olho d'Água Grande/AL,151.62
MA,Olho d'Água das Cunhãs/MA,247.36
AL,Olho d'Água das Flores/AL,274.46
AL,Olho d'Água do Casado/AL,211.97
PB,Olho d'Água/PB,220.96
RN,Olho-d'Água do Borges/RN,290.17
MG,Olhos-d'Água/MG,348.9
MA,Olinda Nova do Maranhão/MA,173.63
PE,Olinda/PE,640.13
BA,Olindina/BA,222.62
PB,Olivedos/PB,217.32
MG,Oliveira Fortes/MG,369.25
TO,Oliveira de Fátima/TO,396.97
BA,Oliveira dos Brejinhos/BA,220.72
MG,Oliveira/MG,588.2
AL,Olivença/AL,195.19
SP,Olímpia/SP,783.14
MG,Olímpio Noronha/MG,475.23
SP,Onda Verde/SP,597.67
MG,Onça de Pitangui/MG,446.23
MG,Oratórios/MG,395.74
SP,Oriente/SP,694.16
SP,Orindiúva/SP,699.63
PA,Oriximiná/PA,332.29
GO,Orizona/GO,714.39
MG,Orizânia/MG,247.35
SC,Orleans/SC,844.35
SP,Orlândia/SP,934.54
PE,Orobó/PE,237.64
PE,Orocó/PE,224.41
PR,Ortigueira/PR,408.86
CE,Orós/CE,298.84
SP,Osasco/SP,1003.4
SP,Oscar Bressane/SP,675.35
SP,Osvaldo Cruz/SP,797.55
RS,Osório/RS,957.94
SC,Otacílio Costa/SC,677.67
PE,Ouricuri/PE,291.75
PA,Ourilândia do Norte/PA,466.52
SP,Ourinhos/SP,868.91
PR,Ourizona/PR,709.99
BA,Ouriçangas/BA,281.59
AL,Ouro Branco/AL,227.56
MG,Ouro Branco/MG,866.02
RN,Ouro Branco/RN,355.71
MG,Ouro Fino/MG,635.38
RO,Ouro Preto do Oeste/RO,576.51
MG,Ouro Preto/MG,710.55
PB,Ouro Velho/PB,305.23
GO,Ouro Verde de Goiás/GO,525.12
MG,Ouro Verde de Minas/MG,298.76
PR,Ouro Verde do Oeste/PR,578.86
SC,Ouro Verde/SC,607.09
SP,Ouro Verde/SP,504.63
SC,Ouro/SC,987.45
SP,Ouroeste/SP,694.33
BA,Ourolândia/BA,239.93
PA,Ourém/PA,285.61
GO,Ouvidor/GO,710.38
SP,Pacaembu/SP,694.16
CE,Pacajus/CE,354.78
PA,Pacajá/PA,231.91
RR,Pacaraima/RR,388.35
CE,Pacatuba/CE,344.63
SE,Pacatuba/SE,195.47
CE,Pacoti/CE,279.49
CE,Pacujá/CE,264.03
GO,Padre Bernardo/GO,518.12
MG,Padre Carvalho/MG,286.32
PI,Padre Marcos/PI,217.66
MG,Padre Paraíso/MG,253.77
PI,Paes Landim/PI,225.53
MG,Pai Pedro/MG,203.93
SC,Paial/SC,644.16
RS,Paim Filho/RS,729.03
MG,Paineiras/MG,589.16
SC,Painel/SC,511.7
MG,Pains/MG,690.97
MG,Paiva/MG,476.35
PR,Paiçandu/PR,610.64
PI,Pajeú do Piauí/PI,261.36
GO,Palestina de Goiás/GO,473.62
PA,Palestina do Pará/PA,284.54
AL,Palestina/AL,185.39
SP,Palestina/SP,692.43
CE,Palhano/CE,281.69
SC,Palhoça/SC,862.74
SC,Palma Sola/SC,623.64
MG,Palma/MG,494.63
SP,Palmares Paulista/SP,615.01
RS,Palmares do Sul/RS,730.31
PE,Palmares/PE,311.09
BA,Palmas de Monte Alto/BA,262.69
PR,Palmas/PR,575.55
TO,Palmas/TO,1087.35
SP,Palmeira d'Oeste/SP,707.38
RS,Palmeira das Missões/RS,715.29
PI,Palmeira do Piauí/PI,278.54
AL,Palmeira dos Índios/AL,391.37
PR,Palmeira/PR,729.05
SC,Palmeira/SC,471.82
PI,Palmeirais/PI,197.04
TO,Palmeirante/TO,267.76
GO,Palmeiras de Goiás/GO,616.59
TO,Palmeiras do Tocantins/TO,307.43
BA,Palmeiras/BA,350.79
PE,Palmeirina/PE,251.44
MA,Palmeirândia/MA,167.06
TO,Palmeirópolis/TO,463.45
GO,Palmelo/GO,769.47
GO,Palminópolis/GO,695.63
PR,Palmital/PR,447.15
SP,Palmital/SP,739.37
RS,Palmitinho/RS,652.86
SC,Palmitos/SC,887.5
CE,Palmácia/CE,315.23
MG,Palmópolis/MG,259.75
PR,Palotina/PR,904.85
RS,Panambi/RS,864.44
GO,Panamá/GO,579.89
ES,Pancas/ES,451.21
PE,Panelas/PE,238.61
SP,Panorama/SP,722.51
RS,Pantano Grande/RS,536.01
MG,Papagaios/MG,455.96
SC,Papanduva/SC,589.35
PI,Paquetá/PI,202.6
RJ,Paracambi/RJ,580.49
MG,Paracatu/MG,637.8
CE,Paracuru/CE,328.2
PA,Paragominas/PA,507.16
SP,Paraguaçu Paulista/SP,694.42
MG,Paraguaçu/MG,587.36
MA,Paraibano/MA,281.23
SP,Paraibuna/SP,657.59
CE,Paraipaba/CE,283.79
MG,Paraisópolis/MG,592.61
CE,Parambu/CE,211.05
BA,Paramirim/BA,343.78
CE,Paramoti/CE,196.63
PR,Paranacity/PR,582.06
PR,Paranaguá/PR,765.85
GO,Paranaiguara/GO,631.89
SP,Paranapanema/SP,613.31
PR,Paranapoema/PR,549.69
SP,Paranapuã/SP,670.18
PE,Paranatama/PE,213.74
MT,Paranatinga/MT,547.43
PR,Paranavaí/PR,852.66
MS,Paranaíba/MS,738.58
MT,Paranaíta/MT,540.22
MS,Paranhos/MS,271.52
RN,Paraná/RN,219.34
TO,Paranã/TO,311.37
MG,Paraopeba/MG,530.79
SP,Parapuã/SP,597.44
PB,Parari/PB,300.27
BA,Paratinga/BA,201.79
RJ,Paraty/RJ,734.36
PA,Parauapebas/PA,627.61
RN,Parazinho/RN,234.75
RS,Paraí/RS,1071.25
RJ,Paraíba do Sul/RJ,613.56
PR,Paraíso do Norte/PR,864.18
RS,Paraíso do Sul/RS,593.01
TO,Paraíso do Tocantins/TO,899.57
SC,Paraíso/SC,743.76
SP,Paraíso/SP,855.28
RN,Paraú/RN,298.75
GO,Paraúna/GO,575.52
SP,Pardinho/SP,696.71
RS,Pareci Novo/RS,788.66
RO,Parecis/RO,343.73
RN,Parelhas/RN,390.54
AL,Pariconha/AL,211.13
AM,Parintins/AM,313.07
BA,Paripiranga/BA,273.23
AL,Paripueira/AL,324.93
SP,Pariquera-Açu/SP,557.69
SP,Parisi/SP,705.62
PI,Parnaguá/PI,211.44
PE,Parnamirim/PE,255.27
RN,Parnamirim/RN,850.44
MA,Parnarama/MA,183.8
PI,Parnaíba/PI,479.58
RS,Parobé/RS,625.4
MG,Pará de Minas/MG,686.42
MG,Passa Quatro/MG,561.44
RS,Passa Sete/RS,427.13
MG,Passa Tempo/MG,535.96
MG,Passa Vinte/MG,493.38
RN,Passa e Fica/RN,269.09
MG,Passabém/MG,405.19
PI,Passagem Franca do Piauí/PI,323.31
MA,Passagem Franca/MA,210.4
PB,Passagem/PB,270.29
RN,Passagem/RN,241.15
PE,Passira/PE,259.04
RS,Passo Fundo/RS,1068.95
AL,Passo de Camaragibe/AL,194.73
SC,Passo de Torres/SC,602.85
RS,Passo do Sobrado/RS,732.19
SC,Passos Maia/SC,450.78
MG,Passos/MG,802.97
MA,Pastos Bons/MA,230.94
MG,Patis/MG,244.72
PR,Pato Bragado/PR,824.97
PR,Pato Branco/PR,1013.22
MG,Patos de Minas/MG,843.57
PI,Patos do Piauí/PI,215.75
PB,Patos/PB,508.52
SP,Patrocínio Paulista/SP,607.51
MG,Patrocínio do Muriaé/MG,590.26
MG,Patrocínio/MG,720.59
RN,Patu/RN,331.98
RJ,Paty do Alferes/RJ,562.52
BA,Pau Brasil/BA,296.08
PI,Pau D'Arco do Piauí/PI,167.01
PA,Pau D'Arco/PA,279.72
TO,Pau D'Arco/TO,380.41
RN,Pau dos Ferros/RN,504.82
PE,Paudalho/PE,360.06
AM,Pauini/AM,218.21
MG,Paula Cândido/MG,407.91
PR,Paula Freitas/PR,621.46
SP,Paulicéia/SP,592.42
MA,Paulino Neves/MA,159.46
PB,Paulista/PB,308.48
PE,Paulista/PE,528.04
PI,Paulistana/PI,327.06
MG,Paulistas/MG,321.22
SP,Paulistânia/SP,560.94
BA,Paulo Afonso/BA,544.73
RS,Paulo Bento/RS,749.77
PR,Paulo Frontin/PR,579.76
AL,Paulo Jacinto/AL,247.2
SC,Paulo Lopes/SC,650.58
MA,Paulo Ramos/MA,239.23
SP,Paulo de Faria/SP,708.63
SP,Paulínia/SP,1160.79
RS,Paverama/RS,628.77
PI,Pavussu/PI,193.61
MG,Pavão/MG,333.55
MA,Paço do Lumiar/MA,444.5
PR,Peabiru/PR,737.63
SP,Pederneiras/SP,788.42
MG,Pedra Azul/MG,327.18
SP,Pedra Bela/SP,521.38
MG,Pedra Bonita/MG,256.67
AP,Pedra Branca do Amapari/AP,397.98
CE,Pedra Branca/CE,231.56
PB,Pedra Branca/PB,219.29
MG,Pedra Dourada/MG,406.3
RN,Pedra Grande/RN,210.52
PB,Pedra Lavrada/PB,267.79
SE,Pedra Mole/SE,332.75
MT,Pedra Preta/MT,523.92
RN,Pedra Preta/RN,216.3
MG,Pedra do Anta/MG,418.07
MG,Pedra do Indaiá/MG,578.46
PE,Pedra/PE,244.48
MG,Pedralva/MG,541.01
SP,Pedranópolis/SP,615.77
RS,Pedras Altas/RS,449.2
SC,Pedras Grandes/SC,683.36
PB,Pedras de Fogo/PB,273.39
MG,Pedras de Maria da Cruz/MG,268.27
SP,Pedregulho/SP,690.08
SP,Pedreira/SP,853.76
MA,Pedreiras/MA,441.42
SP,Pedrinhas Paulista/SP,847.63
SE,Pedrinhas/SE,273.91
MG,Pedrinópolis/MG,702.77
TO,Pedro Afonso/TO,618.56
BA,Pedro Alexandre/BA,167.65
RN,Pedro Avelino/RN,289.53
ES,Pedro Canário/ES,437.08
MS,Pedro Gomes/MS,524.83
PI,Pedro II/PI,270.17
PI,Pedro Laurentino/PI,157.24
MG,Pedro Leopoldo/MG,721.11
RS,Pedro Osório/RS,560.06
PB,Pedro Régis/PB,215.39
MG,Pedro Teixeira/MG,309.25
RN,Pedro Velho/RN,263.8
SP,Pedro de Toledo/SP,467.93
MA,Pedro do Rosário/MA,154.0
BA,Pedrão/BA,221.53
PA,Peixe-Boi/PA,234.4
TO,Peixe/TO,547.9
MT,Peixoto de Azevedo/MT,589.21
RS,Pejuçara/RS,722.64
RS,Pelotas/RS,894.35
CE,Penaforte/CE,271.18
MA,Penalva/MA,201.99
RN,Pendências/RN,412.01
AL,Penedo/AL,339.15
SC,Penha/SC,793.53
CE,Pentecoste/CE,264.95
SP,Penápolis/SP,840.16
MG,Pequeri/MG,593.92
MG,Pequi/MG,522.22
TO,Pequizeiro/TO,313.34
MG,Perdigão/MG,668.59
MG,Perdizes/MG,861.29
MG,Perdões/MG,663.06
SP,Pereira Barreto/SP,743.94
SP,Pereiras/SP,692.35
CE,Pereiro/CE,209.49
MA,Peri Mirim/MA,186.95
MG,Periquito/MG,320.07
SC,Peritiba/SC,918.86
MA,Peritoró/MA,178.51
PR,Perobal/PR,565.43
GO,Perolândia/GO,588.01
SP,Peruíbe/SP,753.85
MG,Pescador/MG,367.74
PE,Pesqueira/PE,329.16
GO,Petrolina de Goiás/GO,530.37
PE,Petrolina/PE,605.06
PE,Petrolândia/PE,344.04
SC,Petrolândia/SC,799.56
RJ,Petrópolis/RJ,922.49
MG,Peçanha/MG,404.21
SP,Piacatu/SP,553.99
PB,Piancó/PB,321.21
BA,Piatã/BA,234.44
MG,Piau/MG,449.68
AL,Piaçabuçu/AL,227.65
RS,Picada Café/RS,792.06
PI,Picos/PI,563.88
PB,Picuí/PB,326.53
MG,Piedade de Caratinga/MG,381.36
MG,Piedade de Ponte Nova/MG,368.71
MG,Piedade do Rio Grande/MG,428.95
MG,Piedade dos Gerais/MG,443.35
SP,Piedade/SP,601.32
GO,Pilar de Goiás/GO,467.97
SP,Pilar do Sul/SP,531.06
AL,Pilar/AL,292.06
PB,Pilar/PB,236.08
BA,Pilão Arcado/BA,195.98
PB,Pilões/PB,259.0
RN,Pilões/RN,270.87
PB,Pilõezinhos/PB,218.98
RO,Pimenta Bueno/RO,734.76
MG,Pimenta/MG,613.61
RO,Pimenteiras do Oeste/RO,493.67
PI,Pimenteiras/PI,249.17
SP,Pindamonhangaba/SP,826.02
MA,Pindaré-Mirim/MA,274.84
BA,Pindaí/BA,270.15
AL,Pindoba/AL,292.88
BA,Pindobaçu/BA,212.52
TO,Pindorama do Tocantins/TO,293.47
SP,Pindorama/SP,732.68
CE,Pindoretama/CE,296.99
MG,Pingo-d'Água/MG,340.91
PR,Pinhais/PR,911.51
RS,Pinhal Grande/RS,523.52
RS,Pinhal da Serra/RS,431.37
PR,Pinhal de São Bento/PR,514.89
RS,Pinhal/RS,625.79
SC,Pinhalzinho/SC,893.85
SP,Pinhalzinho/SP,652.43
PR,Pinhalão/PR,545.95
RJ,Pinheiral/RJ,657.99
RS,Pinheirinho do Vale/RS,678.14
RS,Pinheiro Machado/RS,567.32
SC,Pinheiro Preto/SC,917.64
MA,Pinheiro/MA,292.88
ES,Pinheiros/ES,509.45
PR,Pinhão/PR,454.31
SE,Pinhão/SE,295.24
BA,Pintadas/BA,281.74
MG,Pintópolis/MG,260.14
PI,Pio IX/PI,227.79
MA,Pio XII/MA,223.37
SP,Piquerobi/SP,514.47
CE,Piquet Carneiro/CE,217.02
SP,Piquete/SP,665.74
SP,Piracaia/SP,893.05
GO,Piracanjuba/GO,707.83
MG,Piracema/MG,444.75
SP,Piracicaba/SP,1143.2
PI,Piracuruca/PI,286.63
SP,Piraju/SP,801.23
MG,Pirajuba/MG,838.37
SP,Pirajuí/SP,770.38
SE,Pirambu/SE,257.65
MG,Piranga/MG,305.73
SP,Pirangi/SP,774.99
MG,Piranguinho/MG,523.5
MG,Piranguçu/MG,504.1
AL,Piranhas/AL,265.96
GO,Piranhas/GO,621.14
MA,Pirapemas/MA,181.05
MG,Pirapetinga/MG,550.3
SP,Pirapora do Bom Jesus/SP,546.69
MG,Pirapora/MG,596.44
SP,Pirapozinho/SP,798.0
RS,Pirapó/RS,473.9
PR,Piraquara/PR,581.74
TO,Piraquê/TO,319.42
SP,Pirassununga/SP,1086.22
RS,Piratini/RS,524.3
SP,Piratininga/SP,917.62
SC,Piratuba/SC,779.57
BA,Piraí do Norte/BA,238.62
PR,Piraí do Sul/PR,631.84
RJ,Piraí/RJ,678.3
MG,Piraúba/MG,527.81
GO,Pirenópolis/GO,544.78
CE,Pires Ferreira/CE,191.39
GO,Pires do Rio/GO,702.46
PI,Piripiri/PI,380.67
BA,Piripá/BA,241.1
BA,Piritiba/BA,271.4
PB,Pirpirituba/PB,270.98
PR,Pitanga/PR,609.77
PR,Pitangueiras/PR,518.34
SP,Pitangueiras/SP,620.66
MG,Pitangui/MG,669.0
PB,Pitimbu/PB,227.76
TO,Pium/TO,411.25
MG,Piumhi/MG,747.2
PA,Piçarra/PA,263.04
PR,Piên/PR,541.67
ES,Piúma/ES,629.9
PA,Placas/PA,231.94
PR,Planaltina do Paraná/PR,556.04
GO,Planaltina/GO,466.69
BA,Planaltino/BA,282.33
SC,Planalto Alegre/SC,754.11
MT,Planalto da Serra/MT,366.39
BA,Planalto/BA,256.26
PR,Planalto/PR,641.16
RS,Planalto/RS,531.04
SP,Planalto/SP,560.64
MG,Planura/MG,669.6
SP,Platina/SP,591.1
AC,Plácido de Castro/AC,321.16
PB,Pocinhos/PB,253.75
MT,Poconé/MT,436.83
MG,Pocrane/MG,365.67
BA,Pojuca/BA,443.8
SP,Poloni/SP,778.41
PB,Pombal/PB,401.6
PE,Pombos/PE,302.97
SC,Pomerode/SC,1022.91
SP,Pompéia/SP,850.38
MG,Pompéu/MG,598.83
SP,Pongaí/SP,736.33
PR,Ponta Grossa/PR,877.1
MS,Ponta Porã/MS,653.36
PA,Ponta de Pedras/PA,257.4
MT,Pontal do Araguaia/MT,589.32
PR,Pontal do Paraná/PR,782.87
SP,Pontal/SP,699.28
GO,Pontalina/GO,663.44
SP,Pontalinda/SP,541.56
TO,Ponte Alta do Bom Jesus/TO,313.2
SC,Ponte Alta do Norte/SC,490.45
TO,Ponte Alta do Tocantins/TO,308.4
SC,Ponte Alta/SC,503.47
MT,Ponte Branca/MT,565.09
MG,Ponte Nova/MG,679.67
RS,Ponte Preta/RS,735.35
SC,Ponte Serrada/SC,586.05
SP,Pontes Gestal/SP,642.68
MT,Pontes e Lacerda/MT,665.92
ES,Ponto Belo/ES,405.19
MG,Ponto Chique/MG,269.28
BA,Ponto Novo/BA,229.61
MG,Ponto dos Volantes/MG,267.46
RS,Pontão/RS,656.34
SP,Populina/SP,621.48
CE,Poranga/CE,212.87
SP,Porangaba/SP,606.65
GO,Porangatu/GO,658.39
RJ,Porciúncula/RJ,615.63
PR,Porecatu/PR,742.25
RN,Portalegre/RN,296.9
CE,Porteiras/CE,218.44
MG,Porteirinha/MG,320.48
GO,Porteirão/GO,688.68
PA,Portel/PA,195.22
GO,Portelândia/GO,550.39
AC,Porto Acre/AC,319.71
MT,Porto Alegre do Norte/MT,449.5
PI,Porto Alegre do Piauí/PI,228.65
TO,Porto Alegre do Tocantins/TO,305.98
RS,Porto Alegre/RS,1758.27
PR,Porto Amazonas/PR,655.76
PR,Porto Barreiro/PR,535.4
SC,Porto Belo/SC,850.99
AL,Porto Calvo/AL,257.64
MT,Porto Esperidião/MT,504.99
MT,Porto Estrela/MT,280.21
SP,Porto Feliz/SP,785.76
SP,Porto Ferreira/SP,779.0
MG,Porto Firme/MG,366.49
MA,Porto Franco/MA,497.56
AP,Porto Grande/AP,356.65
RS,Porto Lucena/RS,621.82
RS,Porto Mauá/RS,524.57
MS,Porto Murtinho/MS,539.19
TO,Porto Nacional/TO,621.1
AL,Porto Real do Colégio/AL,195.26
RJ,Porto Real/RJ,577.07
MA,Porto Rico do Maranhão/MA,227.87
PR,Porto Rico/PR,590.58
BA,Porto Seguro/BA,527.04
SC,Porto União/SC,864.41
RO,Porto Velho/RO,929.19
RS,Porto Vera Cruz/RS,490.03
PR,Porto Vitória/PR,531.11
AC,Porto Walter/AC,204.19
RS,Porto Xavier/RS,574.32
SE,Porto da Folha/SE,226.66
PA,Porto de Moz/PA,193.52
AL,Porto de Pedras/AL,233.72
RN,Porto do Mangue/RN,257.49
MT,Porto dos Gaúchos/MT,635.97
PI,Porto/PI,226.34
RS,Portão/RS,729.01
GO,Posse/GO,481.68
CE,Potengi/CE,215.12
SP,Potim/SP,460.22
BA,Potiraguá/BA,323.92
SP,Potirendaba/SP,785.96
CE,Potiretama/CE,236.09
MG,Poté/MG,303.44
MG,Pouso Alegre/MG,878.26
MG,Pouso Alto/MG,778.57
RS,Pouso Novo/RS,935.9
SC,Pouso Redondo/SC,742.15
MT,Poxoréu/MT,463.98
SP,Poá/SP,664.31
RN,Poço Branco/RN,263.9
PB,Poço Dantas/PB,186.82
MG,Poço Fundo/MG,644.47
SE,Poço Redondo/SE,202.24
SE,Poço Verde/SE,266.56
RS,Poço das Antas/RS,810.09
AL,Poço das Trincheiras/AL,162.21
PB,Poço de José de Moura/PB,291.18
MG,Poços de Caldas/MG,953.96
MA,Poção de Pedras/MA,234.72
PE,Poção/PE,233.91
BA,Poções/BA,300.74
SP,Pracinha/SP,480.62
AP,Pracuúba/AP,228.81
PR,Prado Ferreira/PR,652.38
BA,Prado/BA,369.96
MG,Prados/MG,485.2
SP,Pradópolis/SP,788.76
SC,Praia Grande/SC,591.62
SP,Praia Grande/SP,820.97
TO,Praia Norte/TO,210.53
PA,Prainha/PA,193.32
PR,Pranchita/PR,815.6
PI,Prata do Piauí/PI,212.64
MG,Prata/MG,782.28
PB,Prata/PB,271.47
MG,Pratinha/MG,663.39
MG,Pratápolis/MG,636.81
SP,Pratânia/SP,553.4
SP,Presidente Alves/SP,665.72
MG,Presidente Bernardes/MG,341.87
SP,Presidente Bernardes/SP,695.29
SC,Presidente Castello Branco/SC,1255.85
PR,Presidente Castelo Branco/PR,603.83
BA,Presidente Dutra/BA,280.86
MA,Presidente Dutra/MA,398.15
SP,Presidente Epitácio/SP,680.56
AM,Presidente Figueiredo/AM,396.51
SC,Presidente Getúlio/SC,928.86
MA,Presidente Juscelino/MA,133.03
MG,Presidente Juscelino/MG,340.94
BA,Presidente Jânio Quadros/BA,220.1
ES,Presidente Kennedy/ES,419.97
TO,Presidente Kennedy/TO,398.02
MG,Presidente Kubitschek/MG,282.93
